term	gene
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CTBP1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	NA
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	NA
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CTBP2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	NA
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	NA
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	NA
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CTC1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CTCF
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	NA
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	NA
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	NA
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	NA
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	NA
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	NA
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	NA
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	NA
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	NA
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	NA
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	NA
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CTDNEP1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CTDP1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CTDSP1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CTHRC1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CTNNBIP1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CTNNBL1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CTPS1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CTR9
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CTSC
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CTSD
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CTSO
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CTSW
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CUEDC2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CUL1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CUL2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CUL3
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CUL4A
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CUTA
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CUTC
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CWC15
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CWC22
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CWC25
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CWF19L1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CWF19L2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CXCR3
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CXCR4
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CXCR5
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CXCR6
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CXorf38
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CXorf65
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CXXC1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CXXC5
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CYB561A3
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CYB561D2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CYB5A
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CYB5B
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CYB5D1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CYBA
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CYC1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CYCS
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CYFIP2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CYLD
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CYP20A1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CYP2R1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CYTH1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	CYTIP
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DAD1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DALRD3
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DAP
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DAP3
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DARS
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DAXX
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DAZAP1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DAZAP2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DBF4
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DBI
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DBNL
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DCAF11
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DCAF13
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DCAF16
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DCAF5
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DCAF6
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DCAF7
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DCK
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DCLRE1C
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DCN
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DCP1A
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DCP2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DCPS
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DCTD
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DCTN1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DCTN2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DCTN3
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DCTN6
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DCUN1D1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DCUN1D5
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DCXR
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DDA1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DDB1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DDB2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DDHD1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DDIT3
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DDIT4
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DDOST
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DDRGK1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DDT
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DDX1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DDX10
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DDX11
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DDX17
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DDX18
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DDX19B
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DDX21
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DDX24
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DDX27
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DDX28
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DDX39A
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DDX39B
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DDX3X
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DDX3Y
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DDX41
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DDX46
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DDX49
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DDX5
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DDX50
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DDX52
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DDX55
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DDX58
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DDX6
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DDX60
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DECR1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DEDD2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DEF6
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DEGS1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DEGS2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DEK
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DENND1B
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DENND1C
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DENND2D
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DENND4A
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DENND4C
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DENND6A
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DENR
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DERA
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DERL1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DERL2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DESI2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DGCR6L
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DGKA
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DGKD
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DGKQ
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DGKZ
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DGUOK
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DHFR
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DHPS
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DHRS3
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	NA
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DHRS7
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DHX36
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DHX38
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DHX40
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DHX9
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DIABLO
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DIAPH1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DIDO1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	NA
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DIP2A
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DIS3
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DIS3L
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DISP2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DKC1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DLD
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DLG1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DLG5
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	NA
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DLGAP4
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DLL1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DMGDH
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DMTF1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DNAJA1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DNAJA2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DNAJB1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DNAJB11
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DNAJB12
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DNAJB14
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DNAJB2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DNAJB6
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DNAJB9
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DNAJC1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DNAJC11
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DNAJC15
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DNAJC17
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DNAJC19
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DNAJC2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DNAJC21
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DNAJC3
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DNAJC4
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DNAJC7
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DNAJC8
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DNLZ
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DNM2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	NA
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DNMT1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DNMT3A
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DNPEP
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DNPH1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DNTTIP2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DOCK10
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DOCK11
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DOCK2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DOCK8
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DOK2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DOK4
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DOLPP1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DPF2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DPH5
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DPM1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DPM3
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DPP3
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DPP4
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DPP7
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DPP9
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DPY30
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DR1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DRAP1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DRAXIN
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DRG2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	NA
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DTD1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DTL
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DTNB
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DTNBP1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DTX3
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DTYMK
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DUSP1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DUSP10
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DUSP11
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DUSP16
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DUSP18
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DUSP2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DUSP4
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DUSP5
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DUSP8
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DVL2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DYNC1H1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DYNC1I2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DYNLL1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DYNLRB1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DYNLT1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	DZIP3
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	E2F3
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	E2F4
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EAPP
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EBLN2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	NA
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EBP
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EBPL
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ECD
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ECH1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ECHDC2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ECHS1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ECI2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EDF1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EEF1B2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EEF1D
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EEF1G
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EEF2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EEF2KMT
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EEFSEC
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EFCAB14
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EFHD2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EFR3A
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EFTUD2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EHD1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EHMT1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EI24
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EID1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF1AX
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF1AY
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF1B
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF2A
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF2AK1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF2AK2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF2B1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF2B4
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF2B5
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF2D
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF2S1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF2S2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF2S3
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF3A
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF3B
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF3D
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF3E
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF3F
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF3G
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF3H
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF3I
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF3J
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF3K
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF3L
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF3M
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF4A1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF4A2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF4A3
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF4B
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF4E2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF4EBP2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF4G1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF4G2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF4H
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF5
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF5A
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF5A2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF5AL1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF5B
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EIF6
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ELAC2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ELAVL1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ELF1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ELF2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ELK4
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ELL2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ELMO1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ELMOD3
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ELMSAN1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ELOVL1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ELOVL5
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ELOVL6
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ELP2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ELP5
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ELP6
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EMB
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EMC10
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EMC3
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EMC4
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EMC6
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EMC7
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EMC8
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EMD
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EMG1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EML2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EML3
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EML4
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EMP3
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ENC1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ENO1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ENOPH1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ENOSF1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ENPP1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ENSA
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ENY2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EOMES
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EPB41
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	NA
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EPC1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EPC2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EPG5
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EPHA4
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EPM2AIP1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EPRS
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EPS15
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	EPS15L1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ERAP1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ERAP2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	NA
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ERCC1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ERCC3
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ERCC5
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ERGIC1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ERGIC2
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ERGIC3
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ERH
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ERI3
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ERICH1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	NA
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ERLEC1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ERMP1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ERN1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ERO1B
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ERP29
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ERP44
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	NA
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ESCO1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ESD
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ESYT1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ETF1
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ETFA
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ETFB
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ETFDH
H_FetalKidney_Normal_NaturalKillerTNktCell_30093597	ETHE1
